Timestamp,Tweet Text,Gender,Account,Latitude,Longitude,#NAME?,#NAME?,Language,Tension,Numeric Tension
24/02/2016 10:58,"RT @theunitedmanc: Memphis: ""You cannot always make the right decision, you can make mistakes but you learn from them and you become a bett�",UNKNOWN,Ataa_Okoe,0,0,1,-2,EN,IRRELEVANT,0
24/02/2016 10:58,"RT @MENnewsdesk: Unlike Alan Partridge, the Class of 92 have got a second series following the fortunes of @SalfordCityFC https://t.co/EGYf�",MALE,AzimMoris,0,0,1,-1,EN,IRRELEVANT,0
24/02/2016 10:58,RT @ManUtd: Reserves: Check out our preview of today's Lancashire Senior Cup quarter-final between Blackpool and #mufc: https://t.co/QGLq24�,UNISEX,GeneCJason,0,0,1,-1,EN,SOME_TENSION,1
24/02/2016 10:58,RT @FootballFanCast: #MUFC really need this star to perform soon.... https://t.co/kHBnyFsmNM https://t.co/QSWiO41Gc2,UNISEX,ManUnited_FFC,0,0,1,-1,EN,IRRELEVANT,0
24/02/2016 10:58,Manchester United target Jose Mourinho speaks out on future: Man Utd want Jose Mourinho to become their ... https://t.co/CBDeMVQpfP #mufc,UNKNOWN,i4_manutd,0,0,1,-1,EN,IRRELEVANT,0
24/02/2016 10:58,RT @ManUtdMEN: Ander Herrera risks the wrath of Arsenal assist addicts by taking a swipe at Mesut Ozil https://t.co/XkxqoLDqyq #mufc,UNKNOWN,AchmadAnsharDJR,0,0,1,-2,EN,SOME_TENSION,1
24/02/2016 10:58,Herrera endearing himself to #mufc fans again by outraging the Arsenal Fan TV brigade https://t.co/rBK7N7QKZn,MALE,samuelluckhurst,0,0,1,-3,EN,SOME_TENSION,1
24/02/2016 10:58,Manchester United full front seat cover set #MUFC Reduced. https://t.co/wj9ziJrRNn https://t.co/sXx3yFbK1s,UNKNOWN,Premiercaracc,0,0,1,-1,EN,IRRELEVANT,0
24/02/2016 10:58,RT @ManUtd: Happy birthday to #mufc legend Denis Law! https://t.co/nfd4AwRILp,FEMALE,mejar412,0,0,2,-1,EN,IRRELEVANT,0
24/02/2016 10:58,RT @FootballFanCast: #MUFC really need this star to perform soon.... https://t.co/kHBnyFsmNM https://t.co/QSWiO41Gc2,UNKNOWN,OldTraffordReds,0,0,1,-1,EN,IRRELEVANT,0
